,question,turn_nr,reference_response,reference_length,ref_know_nr,reference_domain,reference_doc_type,prediction_response,prediction_length,pred_know_nr,prediction_domain,prediction_doc_type,bleu,meteor,rouge1,rouge2,rougeL,dialogue_act_history
1249,Is that a quiet location?,5,"The Autumn House establishment is located in a nice, quiet suburb which is within walking distance of the downtown area and public transportation.",146,3,hotel,review,The Autumn House is located in the edge of a quiet suburb and it's easy to get to shops downtown and public transportation.,123,5,hotel,review,0.20303767119928715,0.2917066638304278,0.6382978723404256,0.31111111111111117,0.5531914893617021,"['yes_no_question', 'statement', 'opinion', 'command', 'yes_no_question']"
1250,Can you let me know whether Da Vinci Pizzeria is close by to many other different things to do?,5,"Many people complain about the location of Da Vinci Pizzeria, but others seem to like it, and say that it's not far from attractions.",133,5,restaurant,review,"The Da Vinci Pizzeria is in a mediocre location according to two people, but one person said it was in the middle of nowhere.",125,5,restaurant,review,0.08098440276735312,0.17590053858902788,0.4081632653061225,0.0851063829787234,0.24489795918367346,"['opinion', 'command', 'command', 'statement', 'command']"
1251,Is it in a quiet location?,9,"Most people that stay at Alexander Bed and Breakfast find it to be quite noisy, but a couple people said it was quiet for them. Would you like to book it anyway?",161,8,hotel,review,"The Alexander Bed and Breakfast is in a quiet location according to most guests, but a few guests said it was noisy.",116,7,hotel,review,0.12520584855295674,0.23970365055503773,0.4814814814814815,0.23076923076923075,0.3703703703703703,"['command', 'statement', 'opinion', 'command', 'command', 'opinion', 'statement', 'command', 'yes_no_question']"
1252,Is the Lensfield Hotel in a quiet place?,13,"Most of the guests at the Lensfield hotel is quiet, but some other guests have said that the location is quite noisy.",117,8,hotel,review,"The Lensfield Hotel is in a quiet location according to most guests, but a few guests found it to be too noisy.",111,8,hotel,review,0.05595510806828872,0.33175021899664336,0.5,0.14285714285714285,0.36363636363636365,"['statement', 'statement', 'statement', 'statement', 'command', 'open_question_factual', 'statement', 'open_question_factual', 'statement', 'open_question_factual', 'statement', 'statement', 'yes_no_question']"
1253,Do you happen to know if the hotel has a good view from their rooms?,5,"Yes i do, The Cityroomz has one of the best views in the rooms they offer which is breathtaking and also enjoyable..",116,4,hotel,review,"The Cityroomz hotel has a great view according to most guests. One person said they were blown away by the view, though.",120,5,hotel,review,0.04260146736441797,0.15136043220741793,0.3181818181818182,0.047619047619047616,0.2727272727272727,"['command', 'statement', 'statement', 'statement', 'yes_no_question']"
1254,Do you know how clean their rooms are?,11,"According to the reviews I have on hand for that location, the rooms at that location are very clean.. Sound good to you?",121,1,hotel,review,The Autumn House has very clean rooms according to two guests. Do you want to make a reservation there?,103,2,hotel,review,0.038600862901530475,0.15317428223210153,0.380952380952381,0.09999999999999999,0.23809523809523808,"['command', 'opinion', 'open_question_factual', 'statement', 'command', 'statement', 'statement', 'statement', 'yes_no_question', 'command', 'command']"
1255,Is the beer a good value?,5,La Mimosa does serve alcoholic beverages. They have a selection of craft beers that are $4 a pint for the citrus IPA.,117,5,restaurant,faq,The La Mimosa has a great selection of craft beers that are reasonably priced. Would you like me to book a table for you?,121,4,restaurant,review,0.2215212161545071,0.24250550994582662,0.5217391304347826,0.2727272727272727,0.4782608695652174,"['opinion', 'opinion', 'complaint', 'statement', 'open_question_opinion']"
1256,Do they have rooms with pretty views?,13,"The hotel Cambridge Belfry offers rooms with balconies, from which you can see a view of the mountains and/or the forest.",121,2,hotel,review,The Cambridge Belfry has a spectacular view of the mountains from the balcony. Shall I make a booking for you?,110,3,hotel,review,0.13342568478087397,0.19983446968951152,0.5714285714285713,0.2,0.4285714285714286,"['yes_no_question', 'statement', 'statement', 'open_question_opinion', 'opinion', 'statement', 'statement', 'open_question_opinion', 'opinion', 'statement', 'command', 'command', 'yes_no_question']"
1257,"Can you tell me, is the staff at the Bridge guest house friendly?",5,"The Bridge Guest House has really friendly staff according to half of the reviewers, but the other half said the exact opposite.",128,4,hotel,review,The Bridge Guest House has mixed reviews about their staff. Some people say they are very friendly and others say they were disrespectful and unprofessional.,157,5,hotel,review,0.14611783090145075,0.2348017081451052,0.3829787234042554,0.17777777777777778,0.29787234042553196,"['statement', 'opinion', 'opinion', 'statement', 'command']"
1258,Do you known if they're well known for their various drink options?,9,The Nirala restaurant has a modest drinks menu with affordable pricing including a reasonable variety of beer.,110,4,restaurant,review,The Nirala has a surprisingly extensive drink menu that you don't often see at Indian restaurants. Would you like more information about them?,142,8,restaurant,review,0.047146273684904684,0.13085359422348072,0.34146341463414637,0.15384615384615383,0.2926829268292683,"['opinion', 'open_question_opinion', 'opinion', 'statement', 'pos_answer', 'statement', 'command', 'statement', 'command']"
1259,Does this place have a nice view?,13,"The Gonville Hotel provides an excellent view of the surrounding sights and attractions. Guests have called it ""stunning"" and ""impeccable"".",139,3,hotel,review,"Yes, the Gonville Hotel does have a nice view. Past guests have described it as impeccable, stunning, and romantic.",115,3,hotel,review,0.04433423351019423,0.23646800422596811,0.5128205128205129,0.21621621621621623,0.46153846153846156,"['statement', 'open_question_opinion', 'open_question_opinion', 'statement', 'open_question_factual', 'statement', 'opinion', 'opinion', 'opinion', 'statement', 'yes_no_question', 'statement', 'yes_no_question']"
1260,Is the breakfast rated highly?,11,"Yes, they get high marks for their breakfasts with guests loving the variety to choose from. Is there anything else you'd like to know anything else about them?",160,3,hotel,review,"Yes, the breakfast at the Kirkwood House is rated highly. Past guests have said that there are great options to make everyone in the family happy.",146,3,hotel,review,0.032853177819841324,0.10643112915064248,0.2545454545454545,0.0,0.21818181818181817,"['statement', 'open_question_opinion', 'opinion', 'statement', 'statement', 'statement', 'statement', 'opinion', 'opinion', 'opinion', 'open_question_opinion']"
1261,"Yeah, can you check on their staff and let me know if they're known to be friendly, quick, and don't make mistakes?",13,"Previous diners have described the service as superb and really good with one server receiving praise for his pleasant, friendly, world-class service. Is there anything else I can help you with?",194,3,restaurant,review,"Yes, the staff at Chiquito Restaurant Bar is known to be friendly, quick, and superb. Can I answer any other questions for you?",127,3,restaurant,review,0.03185248105162444,0.1442395184180475,0.3272727272727273,0.0,0.14545454545454545,"['open_question_factual', 'statement', 'statement', 'command', 'pos_answer', 'statement', 'statement', 'open_question_opinion', 'statement', 'open_question_factual', 'statement', 'statement', 'statement']"
1262,Does it have a good view?,9,"The rooms at the Gonville Hotel establishment offer excellent, stunning views for the guests to enjoy the surrounding sights.",125,3,hotel,review,"Yes, the Gonville Hotel has a stunning view of the surrounding sights and attractions. Would you like me to make a booking for you?",131,3,hotel,review,0.10109765416598174,0.2219077074276681,0.46511627906976744,0.24390243902439024,0.372093023255814,"['statement', 'open_question_factual', 'statement', 'open_question_factual', 'statement', 'statement', 'open_question_factual', 'open_question_factual', 'open_question_factual']"
1263,Will you tell me if they have good views?,9,The Rosa's Bed And Breakfast has a very incredible breathtaking view which is visible from the large spacious rooms they offer.,127,4,hotel,review,The Rosa's Bed and Breakfast has gorgeous views that are absolutely worth it. Would you like me to book a room for you?,119,4,hotel,review,0.07668702374725506,0.18251931332417365,0.43478260869565216,0.2727272727272727,0.3913043478260869,"['opinion', 'statement', 'yes_no_question', 'statement', 'opinion', 'statement', 'command', 'statement', 'open_question_opinion']"
1264,Is La Mimosa known for having a variety of drink options?,7,"Yes, they have a lot of drink options to choose from according to a customer reviews. Do you want to make a reservation?",120,3,restaurant,review,"Yes, La Mimosa is known for having a good variety of drink options. Would you like me to book a table for you?",110,1,restaurant,review,0.08234891424657138,0.2038655192132748,0.391304347826087,0.13636363636363635,0.391304347826087,"['statement', 'open_question_opinion', 'command', 'opinion', 'command', 'statement', 'command']"
1265,Can you tell me whether the Cambridge Belfry has thoroughly cleaned rooms?,11,"For the most part, the rooms at the Cambridge Belfry are thoroughly cleaned and maintained by the staff.",104,3,hotel,review,"The Cambridge Belfry has clean rooms according to most guests, but one person did say they felt uncomfortable using the bathroom for fear of germs.",147,3,hotel,review,0.03796469564911484,0.1774000047019438,0.37209302325581395,0.09756097560975609,0.23255813953488372,"['statement', 'statement', 'statement', 'opinion', 'statement', 'statement', 'statement', 'statement', 'statement', 'command', 'command']"
